order_id,date,product,category,region,salesperson,quantity,unit_price,discount,total_sales
ORD1269,18-08-2024,Smartphone,Electronics,east,Kiran,3,26180.95,0,78542.85
ORD1340,12-06-2024,Smartwatch,Accessories,East,Priya,4,12378.94,0.2,39612.61
ORD1301,29-09-2024,Keyboard,Accessories,,Kiran,6,3137.01,0.15,15998.75
ORD1416,13-11-2024,Smartwatch,Accessories,North,Arjun,3,11624.52,0.15,29642.53
ORD1388,20-06-2024,Keyboard,Accessories,West,Kiran,13,3108.66,0.15,34350.69
ORD1443,24-11-2024,Smartwatch,Accessories,South,Ravi,3,11859.27,0.05,
ORD1201,11-03-2024,Laptop,Electronics,East,Arjun,1,53374.33,,50705.61
ORD1391,05-07-2024,Keyboard,Accessories,North,,5,3094.95,0.15,13153.54
ORD1453,22-07-2024,Smartwatch,Accessories,East,Kiran,4,11447.79,0,45791.16
ORD1406,05-04-2024,Headphones,Accessories,West,Sneha,13,4952.52,0.05,61163.62
ORD1474,15-09-2024,Mouse,Accessories,South,Sneha,12,1437.74,0,17252.88
ORD1467,24-05-2024,Laptop,Electronics,East,Arjun,7,52629.1,,313143.15
ORD1032,24-08-2024,Mouse,Accessories,South,Ravi,3,1488.28,0.1,4018.36
ORD1095,26-06-2024,Smartphone,Electronics,West,Arjun,13,26209.61,0,340724.93
ORD1372,14-03-2024,Monitor,Electronics,,Ravi,1,20922.94,,16738.35
ORD1135,17-09-2024,Tablet,Electronics,East,Sneha,8,31297.96,,225345.31
ORD1200,22-04-2024,Mouse,Accessories,West,Kiran,9,1525.07,0,13725.63
ORD1293,24-03-2024,Tablet,Electronics,West,Kiran,6,31294.11,0.1,168988.19
ORD1475,05-12-2024,Smartphone,Electronics,South,Priya,10,25169.55,0.15,213941.17
ORD1433,10-09-2024,Keyboard,Accessories,East,Arjun,4,3140.44,0.05,11933.67
ORD1068,26-08-2024,Keyboard,Accessories,West,Sneha,13,3024,0.1,35380.8
ORD1178,26-09-2024,Tablet,Electronics,North,Ravi,5,28657.2,0.15,121793.1
ORD1021,02-05-2024,Laptop,Electronics,North,Priya,2,57360.04,0.1,103248.07
ORD1022,29-09-2024,Smartphone,Electronics,South,Priya,2,25579.77,0,51159.54
ORD1278,13-08-2024,Mouse,Accessories,West,Sneha,2,1528.29,0.05,2903.75
ORD1130,25-07-2024,Smartphone,Electronics,North,Kiran,6,24381,0,146286
ORD1190,22-10-2024,Smartwatch,Accessories,,Priya,10,11774.94,0,117749.4
ORD1233,11-08-2024,Smartwatch,Accessories,North,Priya,8,12486.37,0.05,94896.41
ORD1394,04-08-2024,Smartwatch,Accessories,WEST,Ravi,4,11703.22,0.05,44472.24
ORD1243,26-09-2024,Smartphone,Electronics,,,9,26186.64,0,235679.76
ORD1466,01-04-2024,Monitor,Electronics,South,Kiran,2,20004.08,0,40008.16
ORD1223,09-12-2024,Keyboard,Accessories,North,Sneha,11,3087.5,0.05,32264.38
ORD1378,12-02-2024,Smartwatch,Accessories,East,,13,11695.74,0,152044.62
ORD1140,19-10-2024,Monitor,Electronics,West,Priya,14,19377.3,0.05,257718.09
ORD1265,30-12-2024,Smartwatch,Accessories,South,Arjun,15,11759.95,0.05,167579.29
ORD1217,18-08-2024,Mouse,Accessories,North,Arjun,9,1447.63,0,13028.67
ORD1168,19-02-2024,Laptop,Electronics,South,Kiran,5,57727.6,0,288638
ORD1346,17-07-2024,Keyboard,Accessories,South,Arjun,7,3017.19,0.05,20064.31
ORD1218,06-05-2024,Smartphone,Electronics,West,Sneha,9,25365.32,0,228287.88
ORD1211,01-12-2024,Smartwatch,Accessories,North,Priya,4,11608.2,0.05,44111.16
ORD1179,30-10-2024,Mouse,Accessories,North,Sneha,8,1541.7,0.2,9866.88
ORD1224,19-04-2024,Monitor,Electronics,East,Sneha,1,19725.2,0.05,18738.94
ORD1074,25-08-2024,Tablet,Electronics,North,Kiran,13,31373.9,0.2,326288.56
ORD1279,09-06-2024,Mouse,Accessories,East,Arjun,4,1476.03,0.05,5608.91
ORD1222,07-03-2024,Tablet,Electronics,North,Arjun,15,29549.46,0.15,
ORD1078,16-11-2024,Smartwatch,Accessories,South,Arjun,13,12333.21,0.15,136281.97
ORD1182,07-11-2024,Mouse,Accessories,South,,2,1559.89,0.1,-2807.8
ORD1411,27-06-2024,Keyboard,Accessories,East,Sneha,10,2967.76,0,29677.6
ORD1244,09-05-2024,Mouse,Accessories,North,Arjun,1,1520.35,0.1,1368.32
ORD1228,15-08-2024,Keyboard,Accessories,East,Sneha,6,3052.91,,17401.59
ORD1285,25-01-2024,Mouse,Accessories,,Arjun,4,1457.27,0.1,5246.17
ORD1331,17-01-2024,Laptop,Electronics,East,Sneha,15,57168.2,0.15,728894.55
ORD1449,10-09-2024,Laptop,Electronics,West,Ravi,13,57188.52,0.05,706278.22
ORD1087,26-01-2024,Keyboard,Accessories,East,Sneha,3,3110.06,0.05,8863.67
ORD1405,18-06-2024,Headphones,Accessories,West,Sneha,9,4837.23,0.05,41358.32
ORD1114,13-02-2024,Tablet,Electronics,South,Ravi,13,30188.52,0.1,353205.68
ORD1082,22-12-2024,Headphones,Accessories,North,Kiran,14,4960.07,0.2,55552.78
ORD1487,21-07-2024,Laptop,Electronics,West,Ravi,3,57332.72,0.15,146198.44
ORD1258,04-07-2024,Tablet,Electronics,West,Kiran,2,29207.99,0.1,52574.38
ORD1272,26-06-2024,Tablet,Electronics,East,Ravi,3,29467.98,0.05,83983.74
ORD1127,16-02-2024,Tablet,Electronics,,Arjun,10,29807.65,0.15,253365.02
ORD1440,14-12-2024,Smartphone,Electronics,West,Ravi,3,25234.2,0.2,60562.08
ORD1439,01-01-2024,Headphones,Accessories,South,Sneha,7,5077.74,0,35544.18
ORD1001,17-02-2024,Smartphone,Electronics,South,Priya,10,24804.8,0,248048
ORD1395,30-09-2024,Mouse,Accessories,West,Kiran,10,1496.89,0.15,12723.57
ORD1352,13-07-2024,Headphones,Accessories,West,Kiran,9,4910.81,0.1,39777.56
ORD1219,17-07-2024,Tablet,Electronics,West,Arjun,6,29618.56,0.1,159940.22
ORD1212,17-08-2024,Mouse,Accessories,East,Arjun,8,1538.17,0.2,9844.29
ORD1205,28-02-2024,Keyboard,Accessories,West,Ravi,12,3042.04,0.1,32854.03
ORD1257,13-12-2024,Tablet,Electronics,West,Ravi,1,28928.34,,23142.67
ORD1461,17-10-2024,Mouse,Accessories,South,Arjun,9,1479.02,0.15,11314.5
ORD1052,25-10-2024,Tablet,Electronics,South,Sneha,9,28608.08,,231725.45
ORD1083,01-06-2024,Keyboard,Accessories,West,Sneha,8,2851.77,0.1,20532.74
ORD1271,04-03-2024,Keyboard,Accessories,South,,9,3123.21,0,28108.89
ORD1375,23-06-2024,Smartphone,Electronics,West,Arjun,7,24330.36,0,170312.52
ORD1464,19-01-2024,Monitor,Electronics,West,Priya,7,20840.45,0.05,138588.99
ORD1010,23-11-2024,Headphones,Accessories,South,Arjun,3,4981.13,0.1,13449.05
ORD1422,01-06-2024,Headphones,Accessories,North,,7,4801.21,0.05,31928.05
ORD1336,06-04-2024,Headphones,Accessories,North,Ravi,8,4923.08,0.1,35446.18
ORD1376,08-09-2024,Laptop,Electronics,South,Arjun,11,53753.3,,502593.36
ORD1069,03-12-2024,Headphones,Accessories,North,Arjun,9,4986.59,0.05,42635.34
ORD1308,04-05-2024,Smartphone,Electronics,North,Kiran,10,25602.23,0.05,243221.18
ORD1235,10-07-2024,Monitor,Electronics,South,Ravi,4,19772.33,0,79089.32
ORD1225,09-02-2024,Headphones,Accessories,East,Ravi,4,5249.99,0.05,19949.96
ORD1310,08-10-2024,Smartphone,Electronics,South,Sneha,11,25676.92,0,282446.12
ORD1062,11-08-2024,Keyboard,Accessories,North,Sneha,6,3068.56,0.1,16570.22
ORD1355,09-01-2024,Laptop,Electronics,East,Kiran,10,57002.47,0.05,541523.46
ORD1091,30-08-2024,Laptop,Electronics,North,Kiran,10,53088.1,0.05,504336.95
ORD1099,14-06-2024,Keyboard,Accessories,South,Ravi,14,3069.31,0.1,38673.31
ORD1496,31-03-2024,Keyboard,Accessories,South,Kiran,6,3130.56,,17844.19
ORD1000,24-04-2024,Smartphone,Electronics,South,Ravi,1,25603.88,0.05,24323.69
ORD1118,02-01-2024,Headphones,Accessories,West,Sneha,3,5026,0.05,14324.1
ORD1047,10-10-2024,Tablet,Electronics,South,Arjun,5,28846.29,0,144231.45
ORD1437,17-02-2024,Tablet,Electronics,East,Arjun,14,31298.18,0.1,394357.07
ORD1185,30-07-2024,Headphones,Accessories,East,Sneha,7,4975.78,0.05,33088.94
ORD1428,07-05-2024,Smartwatch,Accessories,,,14,12187.08,0.05,162088.16
ORD1478,27-07-2024,Smartphone,Electronics,North,Kiran,3,24873.92,0.1,67159.58
ORD1152,21-03-2024,Mouse,Accessories,North,Sneha,15,1468.14,0.2,17617.68
ORD1098,11-11-2024,Tablet,Electronics,West,Sneha,12,30065.24,0.1,324704.59
ORD1490,01-02-2024,Mouse,Accessories,North,Arjun,7,1557.42,0.15,9266.65
ORD1290,12-10-2024,Smartphone,Electronics,East,Priya,7,24683,0.1,155502.9
ORD1485,03-02-2024,Smartwatch,Accessories,South,Sneha,15,12375.3,0,185629.5
ORD1380,15-08-2024,Smartphone,Electronics,,,2,23762.99,0.1,42773.38
ORD1320,03-06-2024,Headphones,Accessories,North,Arjun,8,5126.88,0.1,36913.54
ORD1492,25-06-2024,Monitor,Electronics,East,Sneha,8,20089.04,0.15,136605.47
ORD1172,03-03-2024,Monitor,Electronics,West,Ravi,1,19796.28,0.05,18806.47
ORD1312,20-01-2024,Smartphone,Electronics,South,Sneha,11,25185.33,0.2,221630.9
ORD1348,04-11-2024,Headphones,Accessories,North,Ravi,1,4884.23,0.2,3907.38
ORD1041,24-09-2024,Smartphone,Electronics,East,Arjun,7,25393.43,0.2,142203.21
ORD1131,04-07-2024,Mouse,Accessories,West,Sneha,7,1433.13,0.2,8025.53
ORD1002,02-08-2024,Laptop,Electronics,South,Sneha,9,53343.61,0.2,384073.99
ORD1049,17-02-2024,Mouse,Accessories,West,Arjun,5,1560.8,0,7804
ORD1328,15-10-2024,Mouse,Accessories,North,Kiran,3,1501.99,0.15,3830.07
ORD1033,20-02-2024,Mouse,Accessories,North,Kiran,13,1554.2,0.2,16163.68
ORD1139,09-10-2024,Mouse,Accessories,West,Sneha,9,1497.65,0.1,12130.97
ORD1297,28-03-2024,Headphones,Accessories,West,Priya,12,4775.68,0.15,48711.94
ORD1315,09-03-2024,Mouse,Accessories,West,Arjun,11,1506.5,0.15,14085.77
ORD1016,27-09-2024,Smartphone,Electronics,East,Kiran,7,24704.05,0.15,146989.1
ORD1300,05-12-2024,Tablet,Electronics,West,Kiran,9,29122.03,0.1,235888.44
ORD1058,24-04-2024,Monitor,Electronics,North,Priya,5,20641.07,0.05,98045.08
ORD1385,21-05-2024,Mouse,Accessories,West,Arjun,3,1434.49,0.15,3657.95
ORD1012,18-04-2024,Headphones,Accessories,West,Sneha,15,5221.45,0.1,70489.57
ORD1116,05-06-2024,Mouse,Accessories,North,Kiran,5,1554.02,0.15,6604.59
ORD1015,19-03-2024,Mouse,Accessories,South,Sneha,2,1538.37,0,3076.74
ORD1183,07-10-2024,Tablet,Electronics,East,Sneha,5,30372.95,0.2,121491.8
ORD1214,24-08-2024,Laptop,Electronics,West,Ravi,6,55040.35,0.1,297217.89
ORD1197,11-12-2024,Tablet,Electronics,North,Arjun,3,30763.31,0,92289.93
ORD1057,23-04-2024,Keyboard,Accessories,South,Sneha,14,2861.62,0.15,34053.28
ORD1367,30-11-2024,Smartwatch,Accessories,North,Ravi,11,12393.67,0,136330.37
ORD1166,16-06-2024,Laptop,Electronics,South,Ravi,10,57113.29,0.2,456906.32
ORD1403,12-06-2024,Mouse,Accessories,North,Arjun,2,1490.72,0.15,2534.22
ORD1386,06-05-2024,Mouse,Accessories,north,Kiran,13,1436.54,,16807.52
ORD1141,27-12-2024,Keyboard,Accessories,West,Sneha,1,2945.45,0.15,2503.63
ORD1150,13-11-2024,Tablet,Electronics,South,,2,30328.48,0.15,51558.42
ORD1444,28-06-2024,Laptop,Electronics,South,Priya,10,55825.11,0.15,474513.43
ORD1420,10-09-2024,Smartwatch,Accessories,North,Kiran,3,12336.89,0.2,29608.54
ORD1188,07-03-2024,Smartphone,Electronics,North,Kiran,7,23991.41,0.1,151145.88
ORD1351,26-12-2024,Mouse,Accessories,South,,15,1461.39,0.2,17536.68
ORD1240,22-08-2024,Headphones,Accessories,North,Ravi,7,5069.48,0.2,28389.09
ORD1304,20-05-2024,Mouse,Accessories,East,Ravi,6,1496.97,0.2,7185.46
ORD1027,08-12-2024,Monitor,Electronics,West,Priya,2,20028.31,0.1,36050.96
ORD1329,21-07-2024,Mouse,Accessories,East,Ravi,11,1546.04,0,17006.44
ORD1017,16-05-2024,Laptop,Electronics,East,Ravi,11,56213.97,0.2,494682.94
ORD1199,08-08-2024,Headphones,Accessories,north,Arjun,13,5006.17,0.1,58572.19
ORD1401,13-02-2024,Laptop,Electronics,WEST,Priya,8,52825.02,0.15,
ORD1309,30-07-2024,Headphones,Accessories,East,Sneha,11,4866.42,0,53530.62
ORD1493,22-04-2024,Smartwatch,Accessories,North,Arjun,3,11431.28,0.2,27435.07
ORD1280,14-10-2024,Keyboard,Accessories,,Arjun,3,3078.2,0.2,7387.68
ORD1276,01-08-2024,Smartwatch,Accessories,North,Sneha,11,11652.97,0.2,
ORD1094,22-02-2024,Headphones,Accessories,,Kiran,2,5046.05,0.05,9587.5
ORD1028,22-10-2024,Tablet,Electronics,West,Priya,12,31306.54,0.2,300542.78
ORD1414,15-07-2024,Keyboard,Accessories,West,Priya,7,3028.93,0.2,16962.01
ORD1431,20-08-2024,Smartwatch,Accessories,,Arjun,12,12523.6,,135254.88
ORD1065,16-06-2024,Smartwatch,Accessories,West,Arjun,9,11771.14,0.15,90049.22
ORD1045,21-03-2024,Smartphone,Electronics,West,Kiran,15,24360.71,0.1,328869.58
ORD1246,16-12-2024,Laptop,Electronics,West,Sneha,6,55253.08,0.05,314942.56
ORD1146,26-04-2024,Laptop,Electronics,North,Sneha,10,52626.31,0.1,473636.79
ORD1155,12-01-2024,Monitor,Electronics,West,Arjun,10,19591.74,0.1,176325.66
ORD1281,06-05-2024,Headphones,Accessories,South,Ravi,8,4811.26,0.15,-32716.57
ORD1125,27-10-2024,Smartphone,Electronics,North,Arjun,4,26154.78,0.2,83695.3
ORD1203,06-02-2024,Headphones,Accessories,West,Ravi,9,5029.36,0.1,40737.82
ORD1333,09-03-2024,Keyboard,Accessories,East,Ravi,7,2874.07,0.2,16094.79
ORD1456,30-01-2024,Smartphone,Electronics,South,,5,25496.69,0.05,
ORD1245,24-10-2024,Smartphone,Electronics,East,Priya,6,24352.81,0,146116.86
ORD1450,27-09-2024,Headphones,Accessories,North,Arjun,8,5069.04,0,40552.32
ORD1110,10-10-2024,Tablet,Electronics,East,Priya,5,28636.55,0,143182.75
ORD1006,30-05-2024,Smartphone,Electronics,east,Kiran,15,24696.34,0.2,296356.08
ORD1018,14-05-2024,Smartwatch,Accessories,South,,7,11589.79,0,81128.53
ORD1134,28-02-2024,Laptop,Electronics,West,Ravi,9,54493.95,0.05,465923.27
ORD1013,14-10-2024,Mouse,Accessories,East,Kiran,3,1464.73,0.05,4174.48
ORD1161,25-03-2024,Monitor,Electronics,East,Sneha,9,20003.59,0.1,162029.08
ORD1410,27-09-2024,Mouse,Accessories,East,Kiran,2,1464.35,0.15,2489.39
ORD1494,02-07-2024,Laptop,Electronics,South,Priya,13,57703.42,0.2,600115.57
ORD1284,12-01-2024,Mouse,Accessories,north,Sneha,8,1556.86,0.15,10586.65
ORD1418,07-09-2024,Mouse,Accessories,South,Ravi,7,1531.52,0.15,9112.54
ORD1236,15-03-2024,Monitor,Electronics,South,Ravi,15,19198.17,0.1,259175.29
ORD1477,10-03-2024,Mouse,Accessories,North,Priya,5,1460.04,0.05,6935.19
ORD1267,09-10-2024,Monitor,Electronics,WEST,Kiran,9,20144.55,0.15,154105.81
ORD1014,22-04-2024,Keyboard,Accessories,South,Kiran,15,3025.06,0.1,40838.31
ORD1232,25-05-2024,Smartphone,Electronics,North,Priya,12,25864.73,0,310376.76
ORD1239,03-06-2024,Keyboard,Accessories,North,Ravi,2,3082.85,0.05,5857.41
ORD1008,24-03-2024,Smartphone,Electronics,East,Arjun,7,24444.93,0.1,154003.06
ORD1261,12-09-2024,Headphones,Accessories,West,Kiran,2,4762.96,0.05,9049.62
ORD1044,15-05-2024,Smartphone,Electronics,,Arjun,2,25094.09,0.2,40150.54
ORD1365,09-05-2024,Tablet,Electronics,East,Arjun,4,29075.8,0.2,93042.56
ORD1159,05-07-2024,Smartwatch,Accessories,South,Ravi,13,11928.99,0.2,124061.5
ORD1103,03-05-2024,Laptop,Electronics,West,Sneha,9,57464.34,,517179.06
ORD1073,24-02-2024,Keyboard,Accessories,West,Priya,4,2894.27,0,11577.08
ORD1488,19-04-2024,Keyboard,Accessories,South,Arjun,11,2978,0.1,-29482.2
ORD1294,29-09-2024,Smartwatch,Accessories,West,Kiran,10,11803.65,0.2,94429.2
ORD1217,18-08-2024,Mouse,Accessories,North,Arjun,9,1447.63,0,13028.67
ORD1156,06-11-2024,Laptop,Electronics,West,Arjun,10,57007.87,0,570078.7
ORD1171,04-07-2024,Headphones,Accessories,,Arjun,8,4972.35,0.05,37789.86
ORD1053,02-07-2024,Tablet,Electronics,South,Priya,1,29424.78,0,29424.78
ORD1389,02-09-2024,Tablet,Electronics,East,Priya,5,29462,0.05,139944.5
ORD1011,24-07-2024,Laptop,Electronics,East,Ravi,4,56769.91,0.1,204371.68
ORD1374,13-09-2024,Tablet,Electronics,East,Ravi,13,31465.43,0,409050.59
ORD1402,23-09-2024,Monitor,Electronics,West,Arjun,5,19686.13,0.05,93509.12
ORD1470,13-01-2024,Headphones,Accessories,South,Kiran,3,4753.19,0.15,12120.63
ORD1056,16-05-2024,Keyboard,Accessories,WEST,Ravi,13,3050.97,0.05,37679.48
ORD1191,11-10-2024,Mouse,Accessories,East,Ravi,4,1552.09,0.1,5587.52
ORD1090,16-01-2024,Headphones,Accessories,South,Priya,11,4784.31,0,52627.41
ORD1445,14-02-2024,Keyboard,Accessories,North,Priya,10,3055.97,0.05,29031.71
ORD1497,29-10-2024,Monitor,Electronics,North,Arjun,13,20476.21,0.1,239571.66
ORD1296,01-11-2024,Smartwatch,Accessories,West,Arjun,13,12478.52,0,162220.76
ORD1268,26-09-2024,Smartphone,Electronics,West,Sneha,2,24523.23,,41689.49
ORD1438,27-01-2024,Smartphone,Electronics,West,Arjun,6,25411.27,0.05,144844.24
ORD1384,17-05-2024,Tablet,Electronics,East,Arjun,11,29642.2,0.05,309760.99
ORD1250,19-05-2024,Monitor,Electronics,North,Arjun,14,20561.68,0.1,259077.17
ORD1356,27-04-2024,Keyboard,Accessories,West,Kiran,5,2895.72,,-13030.74
ORD1109,03-06-2024,Headphones,Accessories,North,Kiran,5,4863.74,0.05,23102.76
ORD1147,15-08-2024,Smartphone,Electronics,South,Arjun,13,25334.37,0,329346.81
ORD1347,08-07-2024,Headphones,Accessories,North,Kiran,6,5073.35,0.15,25874.09
ORD1495,30-09-2024,Smartphone,Electronics,North,Priya,4,25392.16,0.1,91411.78
ORD1215,26-11-2024,Laptop,Electronics,North,Kiran,6,56824.33,,340945.98
ORD1455,20-03-2024,Smartphone,Electronics,East,Sneha,5,23947.55,0.05,113750.86
ORD1330,25-06-2024,Headphones,Accessories,North,Kiran,10,4786.51,0.15,40685.34
ORD1460,30-12-2024,Keyboard,Accessories,North,,5,3007.16,0.1,13532.22
ORD1302,08-11-2024,Monitor,Electronics,WEST,Priya,11,20543.98,0.1,203385.4
ORD1133,02-05-2024,Smartphone,Electronics,South,,1,26182.87,0.2,20946.3
ORD1283,07-04-2024,Monitor,Electronics,South,Sneha,15,20155.37,0.1,272097.49
ORD1202,30-03-2024,Monitor,Electronics,WEST,Sneha,2,19015.46,0.15,32326.28
ORD1195,02-08-2024,Smartphone,Electronics,West,Arjun,12,25076.21,0.15,255777.34
ORD1323,01-09-2024,Monitor,Electronics,South,Sneha,10,19441.7,0.05,184696.15
ORD1357,11-05-2024,Headphones,Accessories,West,Sneha,8,5025.32,0.1,36182.3
ORD1092,26-03-2024,Headphones,Accessories,North,Priya,8,5099.73,0.1,36718.06
ORD1486,03-03-2024,Tablet,Electronics,North,Sneha,2,31215.23,0.1,56187.41
ORD1175,16-03-2024,Headphones,Accessories,North,Arjun,14,5184.85,0.1,65329.11
ORD1029,19-02-2024,Mouse,Accessories,West,Arjun,13,1486.06,0,19318.78
ORD1446,07-08-2024,Smartphone,Electronics,East,Priya,10,25575.02,0.1,230175.18
ORD1070,10-12-2024,Monitor,Electronics,,Priya,2,20636.85,0.05,39210.01
ORD1160,12-04-2024,Smartwatch,Accessories,South,Kiran,6,12296.98,0.05,70092.79
ORD1164,20-08-2024,Keyboard,Accessories,WEST,Arjun,1,2929.34,0,2929.34
ORD1400,19-12-2024,Monitor,Electronics,South,,7,19926.13,0.2,111586.33
ORD1408,26-12-2024,Laptop,Electronics,North,Kiran,12,53431.38,0.1,577058.9
ORD1040,31-10-2024,Smartphone,Electronics,North,Kiran,15,25174.19,0.2,302090.28
ORD1396,31-10-2024,Laptop,Electronics,North,Ravi,13,57576.35,0.2,598794.04
ORD1382,01-11-2024,Laptop,Electronics,East,Sneha,2,54196.53,0,108393.06
ORD1247,19-01-2024,Tablet,Electronics,East,Priya,13,28904.56,0.15,319395.39
ORD1369,16-10-2024,Smartphone,Electronics,North,Kiran,8,25863.32,0.1,186215.9
ORD1076,15-09-2024,Monitor,Electronics,West,Kiran,13,20782.85,0.2,216141.64
ORD1181,17-12-2024,Laptop,Electronics,North,Sneha,8,56910.14,0.15,386988.95
ORD1468,12-04-2024,Smartphone,Electronics,East,Kiran,9,24891.87,0.1,201624.15
ORD1390,21-10-2024,Keyboard,Accessories,South,Arjun,6,2937.43,0.15,-14980.89
ORD1169,02-08-2024,Tablet,Electronics,South,Sneha,7,29860.93,0.2,167221.21
ORD1252,16-05-2024,Mouse,Accessories,North,Sneha,12,1499.63,0.2,14396.45
ORD1030,10-12-2024,Keyboard,Accessories,north,Ravi,7,2990.11,0,20930.77
ORD1498,04-10-2024,Tablet,Electronics,East,Priya,10,31345.11,,266433.43
ORD1326,16-06-2024,Headphones,Accessories,West,,10,5018.33,0.05,47674.14
ORD1327,18-09-2024,Headphones,Accessories,West,Ravi,12,5041.57,0,60498.84
ORD1136,15-03-2024,Mouse,Accessories,east,Priya,8,1461.56,0.2,9353.98
ORD1314,24-02-2024,Laptop,Electronics,East,,1,53891.16,0.2,43112.93
ORD1368,29-01-2024,Keyboard,Accessories,North,Priya,7,2963.15,0.15,17630.74
ORD1277,05-05-2024,Smartwatch,Accessories,West,Arjun,11,12547.98,0.15,117323.61
ORD1363,09-01-2024,Laptop,Electronics,,Kiran,9,55284.04,0,497556.36
ORD1334,24-04-2024,Tablet,Electronics,North,Ravi,9,29679.18,0.05,253756.99
ORD1126,22-09-2024,Laptop,Electronics,West,Arjun,13,56409.48,,623324.75
ORD1436,13-04-2024,Mouse,Accessories,South,Arjun,8,1425.1,0.15,9690.68
ORD1101,06-09-2024,Laptop,Electronics,South,Arjun,8,56930.24,0.05,432669.82
ORD1051,05-01-2024,Mouse,Accessories,North,Ravi,9,1530.85,0.2,11022.12
ORD1421,04-10-2024,Smartphone,Electronics,North,Sneha,5,25687.78,0.1,115595.01
ORD1042,15-05-2024,Headphones,Accessories,West,Priya,11,5108.1,0.05,53379.65
ORD1144,22-06-2024,Tablet,Electronics,West,Ravi,2,29908.47,0.1,53835.25
ORD1105,05-06-2024,Smartwatch,Accessories,East,Sneha,4,11885.28,0.05,45164.06
ORD1048,14-04-2024,Smartwatch,Accessories,East,Kiran,10,11652.76,0.1,104874.84
ORD1341,23-04-2024,Smartwatch,Accessories,West,Arjun,15,11571.91,0.2,138862.92
ORD1481,01-07-2024,Monitor,Electronics,West,Kiran,3,19182.43,0.05,54669.93
ORD1043,05-01-2024,Smartwatch,Accessories,West,Kiran,8,11779.41,0,94235.28
ORD1259,08-07-2024,Laptop,Electronics,east,Sneha,10,53093.91,0.15,451298.24
ORD1344,02-10-2024,Keyboard,Accessories,West,Priya,3,2939.97,0.05,8378.91
ORD1084,05-09-2024,Headphones,Accessories,North,Sneha,8,4859.71,0.15,33046.03
ORD1046,05-01-2024,Smartwatch,Accessories,East,Ravi,10,12580.62,0.2,100644.96
ORD1242,03-05-2024,Smartwatch,Accessories,West,Priya,7,11401.88,0.1,71831.84
ORD1061,20-01-2024,Smartwatch,Accessories,North,Kiran,3,12096.71,0.1,32661.12
ORD1373,18-07-2024,Smartwatch,Accessories,East,Sneha,3,12076.75,0.2,28984.2
ORD1004,22-02-2024,Smartwatch,Accessories,North,Sneha,3,11658.38,0.1,31477.63
ORD1484,09-07-2024,Headphones,Accessories,North,Kiran,3,4849.07,0.15,12365.13
ORD1206,23-08-2024,Monitor,Electronics,East,Ravi,3,20602.64,0.2,49446.34
ORD1266,01-05-2024,Headphones,Accessories,West,Ravi,2,5242.57,0.05,9960.88
ORD1256,08-02-2024,Keyboard,Accessories,West,Arjun,5,3041.84,0,15209.2
